game_id,date,home_team,away_team,home_score,away_score,sport,league,competition_type,neutral_site
m796,2024-12-21,South Korea,France,2,3,soccer,international,qualifier,0
m797,2024-12-22,South Korea,Spain,3,1,soccer,international,friendly,0
m798,2024-12-23,South Korea,Iran,1,2,soccer,international,league,0
m799,2024-12-24,South Korea,Brazil,1,0,soccer,international,tournament,1
m800,2024-12-25,South Korea,Japan,0,3,soccer,international,qualifier,0
m801,2024-12-25,South Korea,Mexico,1,1,soccer,international,qualifier,0
m802,2024-12-26,South Korea,Nigeria,1,1,soccer,international,friendly,0
m803,2024-12-27,South Korea,Argentina,0,3,soccer,international,league,0
m804,2024-12-28,Croatia,Tunisia,3,0,soccer,international,tournament,1
m805,2024-12-29,Croatia,USA,1,0,soccer,international,qualifier,0
m806,2024-12-30,Croatia,France,3,1,soccer,international,qualifier,0
m807,2024-12-31,Croatia,Spain,2,1,soccer,international,friendly,0
m808,2025-01-01,Croatia,Iran,2,2,soccer,international,league,0
m809,2025-01-02,Croatia,Brazil,4,4,soccer,international,tournament,1
m810,2025-01-03,Croatia,Japan,0,0,soccer,international,qualifier,0
m811,2025-01-03,Croatia,Mexico,1,1,soccer,international,qualifier,0
m812,2025-01-04,Croatia,Nigeria,7,1,soccer,international,friendly,0
m813,2025-01-05,Croatia,Argentina,5,2,soccer,international,league,0
m814,2025-01-06,Tunisia,USA,4,1,soccer,international,tournament,1
m815,2025-01-07,Tunisia,France,0,2,soccer,international,qualifier,0
m816,2025-01-08,Tunisia,Spain,1,3,soccer,international,qualifier,0
m817,2025-01-09,Tunisia,Iran,0,0,soccer,international,friendly,0
m818,2025-01-10,Tunisia,Brazil,3,2,soccer,international,league,0
m819,2025-01-11,Tunisia,Japan,1,3,soccer,international,tournament,1
m820,2025-01-12,Tunisia,Mexico,4,3,soccer,international,qualifier,0
m821,2025-01-12,Tunisia,Nigeria,4,1,soccer,international,qualifier,0
m822,2025-01-13,Tunisia,Argentina,2,2,soccer,international,friendly,0
m823,2025-01-14,USA,France,2,1,soccer,international,league,0
m824,2025-01-15,USA,Spain,2,4,soccer,international,tournament,1
m825,2025-01-16,USA,Iran,0,2,soccer,international,qualifier,0
m826,2025-01-17,USA,Brazil,1,3,soccer,international,qualifier,0
m827,2025-01-18,USA,Japan,1,0,soccer,international,friendly,0
m828,2025-01-19,USA,Mexico,5,3,soccer,international,league,0
m829,2025-01-20,USA,Nigeria,3,2,soccer,international,tournament,1
m830,2025-01-21,USA,Argentina,1,2,soccer,international,qualifier,0
m831,2025-01-21,France,Spain,2,3,soccer,international,qualifier,0
m832,2025-01-22,France,Iran,4,0,soccer,international,friendly,0
m833,2025-01-23,France,Brazil,1,3,soccer,international,league,0
m834,2025-01-24,France,Japan,4,2,soccer,international,tournament,1
m835,2025-01-25,France,Mexico,4,3,soccer,international,qualifier,0
m836,2025-01-26,France,Nigeria,5,0,soccer,international,qualifier,0
m837,2025-01-27,France,Argentina,2,2,soccer,international,friendly,0
m838,2025-01-28,Spain,Iran,2,1,soccer,international,league,0
m839,2025-01-29,Spain,Brazil,2,4,soccer,international,tournament,1
m840,2025-01-30,Spain,Japan,0,2,soccer,international,qualifier,0
m841,2025-01-30,Spain,Mexico,2,1,soccer,international,qualifier,0
m842,2025-01-31,Spain,Nigeria,3,2,soccer,international,friendly,0
m843,2025-02-01,Spain,Argentina,0,0,soccer,international,league,0
m844,2025-02-02,Iran,Brazil,1,2,soccer,international,tournament,1
m845,2025-02-03,Iran,Japan,1,2,soccer,international,qualifier,0
m846,2025-02-04,Iran,Mexico,2,3,soccer,international,qualifier,0
m847,2025-02-05,Iran,Nigeria,5,1,soccer,international,friendly,0
m848,2025-02-06,Iran,Argentina,1,4,soccer,international,league,0
m849,2025-02-07,Brazil,Japan,1,2,soccer,international,tournament,1
m850,2025-02-08,Brazil,Mexico,3,1,soccer,international,qualifier,0
m851,2025-02-08,Brazil,Nigeria,9,0,soccer,international,qualifier,0
m852,2025-02-09,Brazil,Argentina,1,0,soccer,international,friendly,0
m853,2025-02-10,Japan,Mexico,2,1,soccer,international,league,0
m854,2025-02-11,Japan,Nigeria,0,0,soccer,international,tournament,1
m855,2025-02-12,Japan,Argentina,2,3,soccer,international,qualifier,0
m856,2025-02-13,Mexico,Nigeria,2,1,soccer,international,qualifier,0
m857,2025-02-14,Mexico,Argentina,1,2,soccer,international,friendly,0
m858,2025-02-15,Nigeria,Argentina,1,2,soccer,international,league,0
m859,2025-02-16,South Korea,France,0,3,soccer,international,tournament,1
m860,2025-02-17,South Korea,Brazil,3,1,soccer,international,qualifier,0
m861,2025-02-17,South Korea,Nigeria,1,1,soccer,international,qualifier,0
m862,2025-02-18,South Korea,Spain,1,3,soccer,international,friendly,0
m863,2025-02-19,South Korea,Croatia,5,3,soccer,international,league,0
m864,2025-02-20,South Korea,Japan,1,2,soccer,international,tournament,1
m865,2025-02-21,South Korea,USA,5,1,soccer,international,qualifier,0
m866,2025-02-22,South Korea,Tunisia,1,0,soccer,international,qualifier,0
m867,2025-02-23,South Korea,Iran,4,1,soccer,international,friendly,0
m868,2025-02-24,South Korea,Argentina,1,3,soccer,international,league,0
m869,2025-02-25,South Korea,Mexico,1,3,soccer,international,tournament,1
m870,2025-02-26,France,Brazil,3,0,soccer,international,qualifier,0
m871,2025-02-26,France,Nigeria,4,2,soccer,international,qualifier,0
m872,2025-02-27,France,Spain,4,3,soccer,international,friendly,0
m873,2025-02-28,France,Croatia,2,2,soccer,international,league,0
m874,2025-03-01,France,Japan,4,1,soccer,international,tournament,1
m875,2025-03-02,France,USA,2,1,soccer,international,qualifier,0
m876,2025-03-03,France,Tunisia,1,2,soccer,international,qualifier,0
m877,2025-03-04,France,Iran,2,1,soccer,international,friendly,0
m878,2025-03-05,France,Argentina,1,1,soccer,international,league,0
m879,2025-03-06,France,Mexico,0,3,soccer,international,tournament,1
m880,2025-03-07,Brazil,Nigeria,2,2,soccer,international,qualifier,0
m881,2025-03-07,Brazil,Spain,1,2,soccer,international,qualifier,0
m882,2025-03-08,Brazil,Croatia,4,1,soccer,international,friendly,0
m883,2025-03-09,Brazil,Japan,5,0,soccer,international,league,0
m884,2025-03-10,Brazil,USA,3,2,soccer,international,tournament,1
m885,2025-03-11,Brazil,Tunisia,3,0,soccer,international,qualifier,0
m886,2025-03-12,Brazil,Iran,2,0,soccer,international,qualifier,0
m887,2025-03-13,Brazil,Argentina,2,4,soccer,international,friendly,0
m888,2025-03-14,Brazil,Mexico,2,0,soccer,international,league,0
m889,2025-03-15,Nigeria,Spain,5,2,soccer,international,tournament,1
m890,2025-03-16,Nigeria,Croatia,5,1,soccer,international,qualifier,0
m891,2025-03-16,Nigeria,Japan,1,0,soccer,international,qualifier,0
m892,2025-03-17,Nigeria,USA,3,4,soccer,international,friendly,0
m893,2025-03-18,Nigeria,Tunisia,2,1,soccer,international,league,0
m894,2025-03-19,Nigeria,Iran,0,1,soccer,international,tournament,1
m895,2025-03-20,Nigeria,Argentina,2,3,soccer,international,qualifier,0
m896,2025-03-21,Nigeria,Mexico,1,1,soccer,international,qualifier,0
m897,2025-03-22,Spain,Croatia,5,2,soccer,international,friendly,0
m898,2025-03-23,Spain,Japan,2,0,soccer,international,league,0
m899,2025-03-24,Spain,USA,8,0,soccer,international,tournament,1
m900,2025-03-25,Spain,Tunisia,5,1,soccer,international,qualifier,0
m901,2025-03-25,Spain,Iran,4,0,soccer,international,qualifier,0
m902,2025-03-26,Spain,Argentina,1,1,soccer,international,friendly,0
m903,2025-03-27,Spain,Mexico,1,1,soccer,international,league,0
m904,2025-03-28,Croatia,Japan,1,2,soccer,international,tournament,1
m905,2025-03-29,Croatia,USA,4,0,soccer,international,qualifier,0
m906,2025-03-30,Croatia,Tunisia,0,2,soccer,international,qualifier,0
m907,2025-03-31,Croatia,Iran,2,2,soccer,international,friendly,0
m908,2025-04-01,Croatia,Argentina,6,1,soccer,international,league,0
m909,2025-04-02,Croatia,Mexico,3,0,soccer,international,tournament,1
m910,2025-04-03,Japan,USA,0,6,soccer,international,qualifier,0
m911,2025-04-03,Japan,Tunisia,1,1,soccer,international,qualifier,0
m912,2025-04-04,Japan,Iran,0,0,soccer,international,friendly,0
m913,2025-04-05,Japan,Argentina,1,4,soccer,international,league,0
m914,2025-04-06,Japan,Mexico,3,0,soccer,international,tournament,1
m915,2025-04-07,USA,Tunisia,3,2,soccer,international,qualifier,0
m916,2025-04-08,USA,Iran,3,1,soccer,international,qualifier,0
m917,2025-04-09,USA,Argentina,2,4,soccer,international,friendly,0
m918,2025-04-10,USA,Mexico,2,2,soccer,international,league,0
m919,2025-04-11,Tunisia,Iran,0,0,soccer,international,tournament,1
m920,2025-04-12,Tunisia,Argentina,1,3,soccer,international,qualifier,0
m921,2025-04-12,Tunisia,Mexico,3,4,soccer,international,qualifier,0
m922,2025-04-13,Iran,Argentina,2,4,soccer,international,friendly,0
m923,2025-04-14,Iran,Mexico,1,0,soccer,international,league,0
m924,2025-04-15,Argentina,Mexico,5,1,soccer,international,tournament,1
