min_edge,min_contract_price,max_contract_price,timing_filter,side_filter,favorite_filter,home_away_filter,trades,wins,losses,win_rate,average_edge,average_price,profit_loss_per_dollar_staked,roi,max_drawdown,meets_min_discovery_trades,positive_discovery_roi,specificity_score
0.07,0.1,0.9,within_30m,yes_only,underdogs_only,home_only,75,44,31,0.5866666666666667,0.15442953796657669,0.32613333333333344,58.21686575643972,0.7762248767525296,-11.0,True,True,4
0.07,0.1,0.9,within_30m,yes_only,underdogs_only,both,75,44,31,0.5866666666666667,0.15442953796657669,0.32613333333333344,58.21686575643972,0.7762248767525296,-11.0,True,True,3
0.07,0.1,0.9,within_30m,both,underdogs_only,home_only,75,44,31,0.5866666666666667,0.15442953796657669,0.32613333333333344,58.21686575643972,0.7762248767525296,-11.0,True,True,3
0.07,0.1,1.0,within_30m,yes_only,underdogs_only,home_only,75,44,31,0.5866666666666667,0.15442953796657669,0.32613333333333344,58.21686575643972,0.7762248767525296,-11.0,True,True,4
0.07,0.1,1.0,within_30m,yes_only,underdogs_only,both,75,44,31,0.5866666666666667,0.15442953796657669,0.32613333333333344,58.21686575643972,0.7762248767525296,-11.0,True,True,3
0.07,0.1,1.0,within_30m,both,underdogs_only,home_only,75,44,31,0.5866666666666667,0.15442953796657669,0.32613333333333344,58.21686575643972,0.7762248767525296,-11.0,True,True,3
0.03,0.0,0.7,within_30m,yes_only,underdogs_only,home_only,87,51,36,0.5862068965517241,0.14042033168876727,0.3336781609195403,67.31070317796535,0.7736862434248891,-12.0,True,True,4
0.03,0.0,0.7,within_30m,yes_only,underdogs_only,both,87,51,36,0.5862068965517241,0.14042033168876727,0.3336781609195403,67.31070317796535,0.7736862434248891,-12.0,True,True,3
0.03,0.0,0.7,within_30m,both,underdogs_only,home_only,87,51,36,0.5862068965517241,0.14042033168876727,0.3336781609195403,67.31070317796535,0.7736862434248891,-12.0,True,True,3
0.03,0.0,0.8,within_30m,yes_only,underdogs_only,home_only,87,51,36,0.5862068965517241,0.14042033168876727,0.3336781609195403,67.31070317796535,0.7736862434248891,-12.0,True,True,4
0.03,0.0,0.8,within_30m,yes_only,underdogs_only,both,87,51,36,0.5862068965517241,0.14042033168876727,0.3336781609195403,67.31070317796535,0.7736862434248891,-12.0,True,True,3
0.03,0.0,0.8,within_30m,both,underdogs_only,home_only,87,51,36,0.5862068965517241,0.14042033168876727,0.3336781609195403,67.31070317796535,0.7736862434248891,-12.0,True,True,3
0.03,0.0,0.9,within_30m,yes_only,underdogs_only,home_only,87,51,36,0.5862068965517241,0.14042033168876727,0.3336781609195403,67.31070317796535,0.7736862434248891,-12.0,True,True,4
0.03,0.0,0.9,within_30m,yes_only,underdogs_only,both,87,51,36,0.5862068965517241,0.14042033168876727,0.3336781609195403,67.31070317796535,0.7736862434248891,-12.0,True,True,3
0.03,0.0,0.9,within_30m,both,underdogs_only,home_only,87,51,36,0.5862068965517241,0.14042033168876727,0.3336781609195403,67.31070317796535,0.7736862434248891,-12.0,True,True,3
0.03,0.0,1.0,within_30m,yes_only,underdogs_only,home_only,87,51,36,0.5862068965517241,0.14042033168876727,0.3336781609195403,67.31070317796535,0.7736862434248891,-12.0,True,True,4
0.03,0.0,1.0,within_30m,yes_only,underdogs_only,both,87,51,36,0.5862068965517241,0.14042033168876727,0.3336781609195403,67.31070317796535,0.7736862434248891,-12.0,True,True,3
0.03,0.0,1.0,within_30m,both,underdogs_only,home_only,87,51,36,0.5862068965517241,0.14042033168876727,0.3336781609195403,67.31070317796535,0.7736862434248891,-12.0,True,True,3
0.03,0.1,0.7,within_30m,yes_only,underdogs_only,home_only,87,51,36,0.5862068965517241,0.14042033168876727,0.3336781609195403,67.31070317796535,0.7736862434248891,-12.0,True,True,4
0.03,0.1,0.7,within_30m,yes_only,underdogs_only,both,87,51,36,0.5862068965517241,0.14042033168876727,0.3336781609195403,67.31070317796535,0.7736862434248891,-12.0,True,True,3
0.03,0.1,0.7,within_30m,both,underdogs_only,home_only,87,51,36,0.5862068965517241,0.14042033168876727,0.3336781609195403,67.31070317796535,0.7736862434248891,-12.0,True,True,3
0.03,0.1,0.8,within_30m,yes_only,underdogs_only,home_only,87,51,36,0.5862068965517241,0.14042033168876727,0.3336781609195403,67.31070317796535,0.7736862434248891,-12.0,True,True,4
0.03,0.1,0.8,within_30m,yes_only,underdogs_only,both,87,51,36,0.5862068965517241,0.14042033168876727,0.3336781609195403,67.31070317796535,0.7736862434248891,-12.0,True,True,3
0.03,0.1,0.8,within_30m,both,underdogs_only,home_only,87,51,36,0.5862068965517241,0.14042033168876727,0.3336781609195403,67.31070317796535,0.7736862434248891,-12.0,True,True,3
0.03,0.1,0.9,within_30m,yes_only,underdogs_only,home_only,87,51,36,0.5862068965517241,0.14042033168876727,0.3336781609195403,67.31070317796535,0.7736862434248891,-12.0,True,True,4
0.03,0.1,0.9,within_30m,yes_only,underdogs_only,both,87,51,36,0.5862068965517241,0.14042033168876727,0.3336781609195403,67.31070317796535,0.7736862434248891,-12.0,True,True,3
0.03,0.1,0.9,within_30m,both,underdogs_only,home_only,87,51,36,0.5862068965517241,0.14042033168876727,0.3336781609195403,67.31070317796535,0.7736862434248891,-12.0,True,True,3
0.03,0.1,1.0,within_30m,yes_only,underdogs_only,home_only,87,51,36,0.5862068965517241,0.14042033168876727,0.3336781609195403,67.31070317796535,0.7736862434248891,-12.0,True,True,4
0.03,0.1,1.0,within_30m,yes_only,underdogs_only,both,87,51,36,0.5862068965517241,0.14042033168876727,0.3336781609195403,67.31070317796535,0.7736862434248891,-12.0,True,True,3
0.03,0.1,1.0,within_30m,both,underdogs_only,home_only,87,51,36,0.5862068965517241,0.14042033168876727,0.3336781609195403,67.31070317796535,0.7736862434248891,-12.0,True,True,3
0.03,0.3,0.7,within_30m,yes_only,underdogs_only,home_only,57,41,16,0.7192982456140351,0.1307160771540032,0.39122807017543854,43.739274606536775,0.7673556948515223,-8.0,True,True,4
0.03,0.3,0.7,within_30m,yes_only,underdogs_only,both,57,41,16,0.7192982456140351,0.1307160771540032,0.39122807017543854,43.739274606536775,0.7673556948515223,-8.0,True,True,3
0.03,0.3,0.7,within_30m,both,underdogs_only,home_only,57,41,16,0.7192982456140351,0.1307160771540032,0.39122807017543854,43.739274606536775,0.7673556948515223,-8.0,True,True,3
0.03,0.3,0.8,within_30m,yes_only,underdogs_only,home_only,57,41,16,0.7192982456140351,0.1307160771540032,0.39122807017543854,43.739274606536775,0.7673556948515223,-8.0,True,True,4
0.03,0.3,0.8,within_30m,yes_only,underdogs_only,both,57,41,16,0.7192982456140351,0.1307160771540032,0.39122807017543854,43.739274606536775,0.7673556948515223,-8.0,True,True,3
0.03,0.3,0.8,within_30m,both,underdogs_only,home_only,57,41,16,0.7192982456140351,0.1307160771540032,0.39122807017543854,43.739274606536775,0.7673556948515223,-8.0,True,True,3
0.03,0.3,0.9,within_30m,yes_only,underdogs_only,home_only,57,41,16,0.7192982456140351,0.1307160771540032,0.39122807017543854,43.739274606536775,0.7673556948515223,-8.0,True,True,4
0.03,0.3,0.9,within_30m,yes_only,underdogs_only,both,57,41,16,0.7192982456140351,0.1307160771540032,0.39122807017543854,43.739274606536775,0.7673556948515223,-8.0,True,True,3
0.03,0.3,0.9,within_30m,both,underdogs_only,home_only,57,41,16,0.7192982456140351,0.1307160771540032,0.39122807017543854,43.739274606536775,0.7673556948515223,-8.0,True,True,3
0.03,0.3,1.0,within_30m,yes_only,underdogs_only,home_only,57,41,16,0.7192982456140351,0.1307160771540032,0.39122807017543854,43.739274606536775,0.7673556948515223,-8.0,True,True,4
0.03,0.3,1.0,within_30m,yes_only,underdogs_only,both,57,41,16,0.7192982456140351,0.1307160771540032,0.39122807017543854,43.739274606536775,0.7673556948515223,-8.0,True,True,3
0.03,0.3,1.0,within_30m,both,underdogs_only,home_only,57,41,16,0.7192982456140351,0.1307160771540032,0.39122807017543854,43.739274606536775,0.7673556948515223,-8.0,True,True,3
0.12,0.0,0.7,within_30m,yes_only,underdogs_only,home_only,60,32,28,0.5333333333333333,0.1671156019894051,0.30800000000000005,45.273380670097495,0.7545563445016249,-12.0,True,True,5
0.12,0.0,0.7,within_30m,yes_only,underdogs_only,both,60,32,28,0.5333333333333333,0.1671156019894051,0.30800000000000005,45.273380670097495,0.7545563445016249,-12.0,True,True,4
0.12,0.0,0.7,within_30m,both,underdogs_only,home_only,60,32,28,0.5333333333333333,0.1671156019894051,0.30800000000000005,45.273380670097495,0.7545563445016249,-12.0,True,True,4
0.12,0.0,0.8,within_30m,yes_only,underdogs_only,home_only,60,32,28,0.5333333333333333,0.1671156019894051,0.30800000000000005,45.273380670097495,0.7545563445016249,-12.0,True,True,5
0.12,0.0,0.8,within_30m,yes_only,underdogs_only,both,60,32,28,0.5333333333333333,0.1671156019894051,0.30800000000000005,45.273380670097495,0.7545563445016249,-12.0,True,True,4
0.12,0.0,0.8,within_30m,both,underdogs_only,home_only,60,32,28,0.5333333333333333,0.1671156019894051,0.30800000000000005,45.273380670097495,0.7545563445016249,-12.0,True,True,4
0.12,0.0,0.9,within_30m,yes_only,underdogs_only,home_only,60,32,28,0.5333333333333333,0.1671156019894051,0.30800000000000005,45.273380670097495,0.7545563445016249,-12.0,True,True,5
0.12,0.0,0.9,within_30m,yes_only,underdogs_only,both,60,32,28,0.5333333333333333,0.1671156019894051,0.30800000000000005,45.273380670097495,0.7545563445016249,-12.0,True,True,4
0.12,0.0,0.9,within_30m,both,underdogs_only,home_only,60,32,28,0.5333333333333333,0.1671156019894051,0.30800000000000005,45.273380670097495,0.7545563445016249,-12.0,True,True,4
0.12,0.0,1.0,within_30m,yes_only,underdogs_only,home_only,60,32,28,0.5333333333333333,0.1671156019894051,0.30800000000000005,45.273380670097495,0.7545563445016249,-12.0,True,True,5
0.12,0.0,1.0,within_30m,yes_only,underdogs_only,both,60,32,28,0.5333333333333333,0.1671156019894051,0.30800000000000005,45.273380670097495,0.7545563445016249,-12.0,True,True,4
0.12,0.0,1.0,within_30m,both,underdogs_only,home_only,60,32,28,0.5333333333333333,0.1671156019894051,0.30800000000000005,45.273380670097495,0.7545563445016249,-12.0,True,True,4
0.12,0.1,0.7,within_30m,yes_only,underdogs_only,home_only,60,32,28,0.5333333333333333,0.1671156019894051,0.30800000000000005,45.273380670097495,0.7545563445016249,-12.0,True,True,5
0.12,0.1,0.7,within_30m,yes_only,underdogs_only,both,60,32,28,0.5333333333333333,0.1671156019894051,0.30800000000000005,45.273380670097495,0.7545563445016249,-12.0,True,True,4
0.12,0.1,0.7,within_30m,both,underdogs_only,home_only,60,32,28,0.5333333333333333,0.1671156019894051,0.30800000000000005,45.273380670097495,0.7545563445016249,-12.0,True,True,4
0.12,0.1,0.8,within_30m,yes_only,underdogs_only,home_only,60,32,28,0.5333333333333333,0.1671156019894051,0.30800000000000005,45.273380670097495,0.7545563445016249,-12.0,True,True,5
0.12,0.1,0.8,within_30m,yes_only,underdogs_only,both,60,32,28,0.5333333333333333,0.1671156019894051,0.30800000000000005,45.273380670097495,0.7545563445016249,-12.0,True,True,4
0.12,0.1,0.8,within_30m,both,underdogs_only,home_only,60,32,28,0.5333333333333333,0.1671156019894051,0.30800000000000005,45.273380670097495,0.7545563445016249,-12.0,True,True,4
0.12,0.1,0.9,within_30m,yes_only,underdogs_only,home_only,60,32,28,0.5333333333333333,0.1671156019894051,0.30800000000000005,45.273380670097495,0.7545563445016249,-12.0,True,True,5
0.12,0.1,0.9,within_30m,yes_only,underdogs_only,both,60,32,28,0.5333333333333333,0.1671156019894051,0.30800000000000005,45.273380670097495,0.7545563445016249,-12.0,True,True,4
0.12,0.1,0.9,within_30m,both,underdogs_only,home_only,60,32,28,0.5333333333333333,0.1671156019894051,0.30800000000000005,45.273380670097495,0.7545563445016249,-12.0,True,True,4
0.12,0.1,1.0,within_30m,yes_only,underdogs_only,home_only,60,32,28,0.5333333333333333,0.1671156019894051,0.30800000000000005,45.273380670097495,0.7545563445016249,-12.0,True,True,5
0.12,0.1,1.0,within_30m,yes_only,underdogs_only,both,60,32,28,0.5333333333333333,0.1671156019894051,0.30800000000000005,45.273380670097495,0.7545563445016249,-12.0,True,True,4
0.12,0.1,1.0,within_30m,both,underdogs_only,home_only,60,32,28,0.5333333333333333,0.1671156019894051,0.30800000000000005,45.273380670097495,0.7545563445016249,-12.0,True,True,4
0.12,0.3,0.7,within_30m,yes_only,underdogs_only,home_only,36,24,12,0.6666666666666666,0.1571313988491122,0.3677777777777778,25.22576162247845,0.7007156006244014,-8.0,True,True,5
0.12,0.3,0.7,within_30m,yes_only,underdogs_only,both,36,24,12,0.6666666666666666,0.1571313988491122,0.3677777777777778,25.22576162247845,0.7007156006244014,-8.0,True,True,4
0.12,0.3,0.7,within_30m,both,underdogs_only,home_only,36,24,12,0.6666666666666666,0.1571313988491122,0.3677777777777778,25.22576162247845,0.7007156006244014,-8.0,True,True,4
0.12,0.3,0.8,within_30m,yes_only,underdogs_only,home_only,36,24,12,0.6666666666666666,0.1571313988491122,0.3677777777777778,25.22576162247845,0.7007156006244014,-8.0,True,True,5
0.12,0.3,0.8,within_30m,yes_only,underdogs_only,both,36,24,12,0.6666666666666666,0.1571313988491122,0.3677777777777778,25.22576162247845,0.7007156006244014,-8.0,True,True,4
0.12,0.3,0.8,within_30m,both,underdogs_only,home_only,36,24,12,0.6666666666666666,0.1571313988491122,0.3677777777777778,25.22576162247845,0.7007156006244014,-8.0,True,True,4
0.12,0.3,0.9,within_30m,yes_only,underdogs_only,home_only,36,24,12,0.6666666666666666,0.1571313988491122,0.3677777777777778,25.22576162247845,0.7007156006244014,-8.0,True,True,5
0.12,0.3,0.9,within_30m,yes_only,underdogs_only,both,36,24,12,0.6666666666666666,0.1571313988491122,0.3677777777777778,25.22576162247845,0.7007156006244014,-8.0,True,True,4
0.12,0.3,0.9,within_30m,both,underdogs_only,home_only,36,24,12,0.6666666666666666,0.1571313988491122,0.3677777777777778,25.22576162247845,0.7007156006244014,-8.0,True,True,4
0.12,0.3,1.0,within_30m,yes_only,underdogs_only,home_only,36,24,12,0.6666666666666666,0.1571313988491122,0.3677777777777778,25.22576162247845,0.7007156006244014,-8.0,True,True,5
0.12,0.3,1.0,within_30m,yes_only,underdogs_only,both,36,24,12,0.6666666666666666,0.1571313988491122,0.3677777777777778,25.22576162247845,0.7007156006244014,-8.0,True,True,4
0.12,0.3,1.0,within_30m,both,underdogs_only,home_only,36,24,12,0.6666666666666666,0.1571313988491122,0.3677777777777778,25.22576162247845,0.7007156006244014,-8.0,True,True,4
0.05,0.2,0.7,within_30m,yes_only,underdogs_only,home_only,75,46,29,0.6133333333333333,0.13912747585616764,0.34666666666666673,52.26988685143473,0.6969318246857964,-8.0,True,True,4
0.05,0.2,0.7,within_30m,yes_only,underdogs_only,both,75,46,29,0.6133333333333333,0.13912747585616764,0.34666666666666673,52.26988685143473,0.6969318246857964,-8.0,True,True,3
0.05,0.2,0.7,within_30m,both,underdogs_only,home_only,75,46,29,0.6133333333333333,0.13912747585616764,0.34666666666666673,52.26988685143473,0.6969318246857964,-8.0,True,True,3
0.05,0.2,0.8,within_30m,yes_only,underdogs_only,home_only,75,46,29,0.6133333333333333,0.13912747585616764,0.34666666666666673,52.26988685143473,0.6969318246857964,-8.0,True,True,4
0.05,0.2,0.8,within_30m,yes_only,underdogs_only,both,75,46,29,0.6133333333333333,0.13912747585616764,0.34666666666666673,52.26988685143473,0.6969318246857964,-8.0,True,True,3
0.05,0.2,0.8,within_30m,both,underdogs_only,home_only,75,46,29,0.6133333333333333,0.13912747585616764,0.34666666666666673,52.26988685143473,0.6969318246857964,-8.0,True,True,3
0.05,0.2,0.9,within_30m,yes_only,underdogs_only,home_only,75,46,29,0.6133333333333333,0.13912747585616764,0.34666666666666673,52.26988685143473,0.6969318246857964,-8.0,True,True,4
0.05,0.2,0.9,within_30m,yes_only,underdogs_only,both,75,46,29,0.6133333333333333,0.13912747585616764,0.34666666666666673,52.26988685143473,0.6969318246857964,-8.0,True,True,3
0.05,0.2,0.9,within_30m,both,underdogs_only,home_only,75,46,29,0.6133333333333333,0.13912747585616764,0.34666666666666673,52.26988685143473,0.6969318246857964,-8.0,True,True,3
0.05,0.2,1.0,within_30m,yes_only,underdogs_only,home_only,75,46,29,0.6133333333333333,0.13912747585616764,0.34666666666666673,52.26988685143473,0.6969318246857964,-8.0,True,True,4
0.05,0.2,1.0,within_30m,yes_only,underdogs_only,both,75,46,29,0.6133333333333333,0.13912747585616764,0.34666666666666673,52.26988685143473,0.6969318246857964,-8.0,True,True,3
0.05,0.2,1.0,within_30m,both,underdogs_only,home_only,75,46,29,0.6133333333333333,0.13912747585616764,0.34666666666666673,52.26988685143473,0.6969318246857964,-8.0,True,True,3
0.1,0.2,0.7,within_30m,yes_only,underdogs_only,home_only,64,40,24,0.625,0.1522172901764888,0.34875,44.21686575643973,0.6908885274443708,-8.0,True,True,4
0.1,0.2,0.7,within_30m,yes_only,underdogs_only,both,64,40,24,0.625,0.1522172901764888,0.34875,44.21686575643973,0.6908885274443708,-8.0,True,True,3
0.1,0.2,0.7,within_30m,both,underdogs_only,home_only,64,40,24,0.625,0.1522172901764888,0.34875,44.21686575643973,0.6908885274443708,-8.0,True,True,3
0.1,0.2,0.8,within_30m,yes_only,underdogs_only,home_only,64,40,24,0.625,0.1522172901764888,0.34875,44.21686575643973,0.6908885274443708,-8.0,True,True,4
0.1,0.2,0.8,within_30m,yes_only,underdogs_only,both,64,40,24,0.625,0.1522172901764888,0.34875,44.21686575643973,0.6908885274443708,-8.0,True,True,3
0.1,0.2,0.8,within_30m,both,underdogs_only,home_only,64,40,24,0.625,0.1522172901764888,0.34875,44.21686575643973,0.6908885274443708,-8.0,True,True,3
0.1,0.2,0.9,within_30m,yes_only,underdogs_only,home_only,64,40,24,0.625,0.1522172901764888,0.34875,44.21686575643973,0.6908885274443708,-8.0,True,True,4
0.1,0.2,0.9,within_30m,yes_only,underdogs_only,both,64,40,24,0.625,0.1522172901764888,0.34875,44.21686575643973,0.6908885274443708,-8.0,True,True,3
0.1,0.2,0.9,within_30m,both,underdogs_only,home_only,64,40,24,0.625,0.1522172901764888,0.34875,44.21686575643973,0.6908885274443708,-8.0,True,True,3
0.1,0.2,1.0,within_30m,yes_only,underdogs_only,home_only,64,40,24,0.625,0.1522172901764888,0.34875,44.21686575643973,0.6908885274443708,-8.0,True,True,4
0.1,0.2,1.0,within_30m,yes_only,underdogs_only,both,64,40,24,0.625,0.1522172901764888,0.34875,44.21686575643973,0.6908885274443708,-8.0,True,True,3
0.1,0.2,1.0,within_30m,both,underdogs_only,home_only,64,40,24,0.625,0.1522172901764888,0.34875,44.21686575643973,0.6908885274443708,-8.0,True,True,3
0.15,0.3,0.7,within_30m,both,underdogs_only,both,32,20,12,0.625,0.18343030221137574,0.36750000000000005,21.809523809523814,0.6815476190476192,-4.0,True,True,3
0.15,0.3,0.8,within_30m,both,underdogs_only,both,32,20,12,0.625,0.18343030221137574,0.36750000000000005,21.809523809523814,0.6815476190476192,-4.0,True,True,3
0.15,0.3,0.9,within_30m,both,underdogs_only,both,32,20,12,0.625,0.18343030221137574,0.36750000000000005,21.809523809523814,0.6815476190476192,-4.0,True,True,3
0.15,0.3,1.0,within_30m,both,underdogs_only,both,32,20,12,0.625,0.18343030221137574,0.36750000000000005,21.809523809523814,0.6815476190476192,-4.0,True,True,3
0.15,0.2,0.7,within_30m,both,underdogs_only,both,92,44,48,0.4782608695652174,0.202159210684302,0.2900000000000001,62.53416149068323,0.6797191466378613,-18.47619047619048,True,True,3
0.15,0.2,0.8,within_30m,both,underdogs_only,both,92,44,48,0.4782608695652174,0.202159210684302,0.2900000000000001,62.53416149068323,0.6797191466378613,-18.47619047619048,True,True,3
0.15,0.2,0.9,within_30m,both,underdogs_only,both,92,44,48,0.4782608695652174,0.202159210684302,0.2900000000000001,62.53416149068323,0.6797191466378613,-18.47619047619048,True,True,3
0.15,0.2,1.0,within_30m,both,underdogs_only,both,92,44,48,0.4782608695652174,0.202159210684302,0.2900000000000001,62.53416149068323,0.6797191466378613,-18.47619047619048,True,True,3
0.05,0.0,0.7,within_30m,yes_only,both,home_only,94,53,41,0.5638297872340425,0.14199508687120155,0.3573404255319149,63.53304474617157,0.675883454746506,-11.0,True,True,3
